system|artal_start|artal_slut|organisationsnummer|foretagsnummer|personnummer|anstallningsnummer|lonekorningsnummer|utbetalningsgrupp_id|utbetalningsgrupp_namn|utbetalningsdatum|fornamn|efternamn|lonespec
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Ariana|Grande|lonespecifikationer\123456-7890__311_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19880121-0694|160|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Niklas|Ny|lonespecifikationer\123456-7890_198801210694_160_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19860214-3102|170|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Nikki|Ny|lonespecifikationer\123456-7890_198602143102_170_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Ariana|Grande|lonespecifikationer\123456-7890__311_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |315|2022-02|1|Månadsutbetalning|2022-02-25T00:00|Test|SKAPA|lonespecifikationer\123456-7890__315_202202_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19880121-0694|160|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Niklas|Ny|lonespecifikationer\123456-7890_198801210694_160_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19860214-3102|170|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Nikki|Ny|lonespecifikationer\123456-7890_198602143102_170_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Ariana|Grande|lonespecifikationer\123456-7890__311_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |315|2022-03|1|Månadsutbetalning|2022-03-25T00:00|Test|SKAPA|lonespecifikationer\123456-7890__315_202203_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19880121-0694|160|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Niklas|Ny|lonespecifikationer\123456-7890_198801210694_160_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19860214-3102|170|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Nikki|Ny|lonespecifikationer\123456-7890_198602143102_170_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Ariana|Grande|lonespecifikationer\123456-7890__311_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |315|2022-04|1|Månadsutbetalning|2022-04-25T00:00|Test|SKAPA|lonespecifikationer\123456-7890__315_202204_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19880121-0694|160|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Niklas|Ny|lonespecifikationer\123456-7890_198801210694_160_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19860214-3102|170|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Nikki|Ny|lonespecifikationer\123456-7890_198602143102_170_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Ariana|Grande|lonespecifikationer\123456-7890__311_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |315|2022-05|1|Månadsutbetalning|2022-05-25T00:00|Test|SKAPA|lonespecifikationer\123456-7890__315_202205_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2022-06|1|Månadsutbetalning||Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2022-06|1|Månadsutbetalning||Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2022-06|1|Månadsutbetalning||Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2022-06|1|Månadsutbetalning||Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202206_lonespec.html
